filename,width,height,class,xmin,ymin,xmax,ymax
43.jpg,1079,960,THsquare_steel,408,366,460,448
43.jpg,1079,960,THsquare_steel,472,364,518,450
43.jpg,1079,960,THsquare_steel,525,368,572,448
43.jpg,1079,960,THsquare_steel,589,363,634,445
43.jpg,1079,960,THsquare_steel,649,366,693,451
43.jpg,1079,960,THsquare_steel,706,364,748,446
43.jpg,1079,960,THsquare_steel,761,368,808,449
43.jpg,1079,960,THsquare_steel,817,361,883,447
43.jpg,1079,960,THsquare_steel,872,370,936,454
43.jpg,1079,960,THsquare_steel,927,365,987,446
43.jpg,1079,960,THsquare_steel,994,372,1053,452
43.jpg,1079,960,THsquare_steel,40,469,125,512
43.jpg,1079,960,THsquare_steel,50,522,146,573
43.jpg,1079,960,THsquare_steel,125,446,186,503
43.jpg,1079,960,THsquare_steel,187,435,218,494
43.jpg,1079,960,THsquare_steel,237,446,291,502
43.jpg,1079,960,THsquare_steel,297,446,343,499
43.jpg,1079,960,THsquare_steel,356,450,401,502
43.jpg,1079,960,THsquare_steel,403,453,452,504
43.jpg,1079,960,THsquare_steel,517,449,568,505
43.jpg,1079,960,THsquare_steel,568,451,623,501
43.jpg,1079,960,THsquare_steel,625,448,675,501
43.jpg,1079,960,THsquare_steel,674,450,725,502
43.jpg,1079,960,THsquare_steel,727,454,779,507
43.jpg,1079,960,THsquare_steel,784,448,833,500
43.jpg,1079,960,THsquare_steel,835,449,885,506
43.jpg,1079,960,THsquare_steel,889,448,937,497
43.jpg,1079,960,THsquare_steel,943,448,995,503
43.jpg,1079,960,THsquare_steel,150,503,201,580
43.jpg,1079,960,THsquare_steel,213,497,259,568
43.jpg,1079,960,THsquare_steel,268,495,307,569
43.jpg,1079,960,THsquare_steel,322,493,370,571
43.jpg,1079,960,THsquare_steel,376,502,425,578
43.jpg,1079,960,THsquare_steel,429,504,477,575
43.jpg,1079,960,THsquare_steel,480,501,530,579
43.jpg,1079,960,THsquare_steel,535,500,581,575
43.jpg,1079,960,THsquare_steel,588,497,636,568
43.jpg,1079,960,THsquare_steel,644,498,690,568
43.jpg,1079,960,THsquare_steel,691,498,739,569
43.jpg,1079,960,THsquare_steel,744,507,801,572
43.jpg,1079,960,THsquare_steel,805,498,856,570
43.jpg,1079,960,THsquare_steel,851,503,903,572
43.jpg,1079,960,THsquare_steel,907,500,948,568
43.jpg,1079,960,THsquare_steel,963,501,1020,571
43.jpg,1079,960,THsquare_steel,68,580,111,652
43.jpg,1079,960,THsquare_steel,123,578,167,659
43.jpg,1079,960,THsquare_steel,170,571,232,652
43.jpg,1079,960,THsquare_steel,235,573,285,643
43.jpg,1079,960,THsquare_steel,296,578,342,652
43.jpg,1079,960,THsquare_steel,346,576,396,658
43.jpg,1079,960,THsquare_steel,397,580,454,659
43.jpg,1079,960,THsquare_steel,459,577,509,654
43.jpg,1079,960,THsquare_steel,518,579,575,654
43.jpg,1079,960,THsquare_steel,575,569,621,648
43.jpg,1079,960,THsquare_steel,625,576,676,650
43.jpg,1079,960,THsquare_steel,686,574,732,651
43.jpg,1079,960,THsquare_steel,744,579,791,654
43.jpg,1079,960,THsquare_steel,797,581,844,648
43.jpg,1079,960,THsquare_steel,842,574,891,648
43.jpg,1079,960,THsquare_steel,908,574,950,647
43.jpg,1079,960,THsquare_steel,960,577,1006,652
43.jpg,1079,960,THsquare_steel,94,659,133,730
43.jpg,1079,960,THsquare_steel,148,655,200,725
43.jpg,1079,960,THsquare_steel,208,649,255,725
43.jpg,1079,960,THsquare_steel,275,646,312,715
43.jpg,1079,960,THsquare_steel,328,648,366,722
43.jpg,1079,960,THsquare_steel,379,654,422,726
43.jpg,1079,960,THsquare_steel,432,655,481,726
43.jpg,1079,960,THsquare_steel,491,658,533,728
43.jpg,1079,960,THsquare_steel,539,652,590,723
43.jpg,1079,960,THsquare_steel,600,647,640,718
43.jpg,1079,960,THsquare_steel,660,648,696,721
43.jpg,1079,960,THsquare_steel,717,655,759,723
43.jpg,1079,960,THsquare_steel,767,655,816,732
43.jpg,1079,960,THsquare_steel,819,654,866,727
43.jpg,1079,960,THsquare_steel,872,650,914,726
43.jpg,1079,960,THsquare_steel,925,654,970,722
43.jpg,1079,960,THsquare_steel,975,651,1020,728
43.jpg,1079,960,THsquare_steel,118,773,160,839
43.jpg,1079,960,THsquare_steel,193,754,230,819
43.jpg,1079,960,THsquare_steel,248,747,286,809
43.jpg,1079,960,THsquare_steel,287,748,343,809
43.jpg,1079,960,THsquare_steel,347,745,391,811
43.jpg,1079,960,THsquare_steel,398,743,444,806
43.jpg,1079,960,THsquare_steel,448,741,492,808
43.jpg,1079,960,THsquare_steel,498,751,544,811
43.jpg,1079,960,THsquare_steel,549,755,591,817
43.jpg,1079,960,THsquare_steel,599,750,645,808
43.jpg,1079,960,THsquare_steel,645,752,688,808
43.jpg,1079,960,THsquare_steel,698,755,743,813
43.jpg,1079,960,THsquare_steel,749,757,794,809
43.jpg,1079,960,THsquare_steel,798,752,846,809
43.jpg,1079,960,THsquare_steel,854,753,900,814
43.jpg,1079,960,THsquare_steel,900,748,939,809
43.jpg,1079,960,THsquare_steel,941,753,1004,817
43.jpg,1079,960,THsquare_steel,949,813,992,879
43.jpg,1079,960,THsquare_steel,900,810,936,872
43.jpg,1079,960,THsquare_steel,847,812,886,873
43.jpg,1079,960,THsquare_steel,797,808,838,867
43.jpg,1079,960,THsquare_steel,741,807,790,865
43.jpg,1079,960,THsquare_steel,694,813,740,874
43.jpg,1079,960,THsquare_steel,650,809,693,870
43.jpg,1079,960,THsquare_steel,599,805,642,872
43.jpg,1079,960,THsquare_steel,549,817,596,876
43.jpg,1079,960,THsquare_steel,498,811,538,873
43.jpg,1079,960,THsquare_steel,440,806,492,863
43.jpg,1079,960,THsquare_steel,394,807,445,870
43.jpg,1079,960,THsquare_steel,349,807,391,863
43.jpg,1079,960,THsquare_steel,294,808,337,868
43.jpg,1079,960,THsquare_steel,250,805,283,864
43.jpg,1079,960,THsquare_steel,199,820,240,859
43.jpg,1079,960,THsquare_steel,178,863,214,922
43.jpg,1079,960,THsquare_steel,234,857,266,916
43.jpg,1079,960,THsquare_steel,279,861,315,920
43.jpg,1079,960,THsquare_steel,327,865,363,927
43.jpg,1079,960,THsquare_steel,377,859,408,921
43.jpg,1079,960,THsquare_steel,420,867,455,929
43.jpg,1079,960,THsquare_steel,468,864,511,918
43.jpg,1079,960,THsquare_steel,522,871,557,931
43.jpg,1079,960,THsquare_steel,566,871,618,927
43.jpg,1079,960,THsquare_steel,622,864,659,921
43.jpg,1079,960,THsquare_steel,667,870,707,933
43.jpg,1079,960,THsquare_steel,716,866,754,924
43.jpg,1079,960,THsquare_steel,766,873,814,931
43.jpg,1079,960,THsquare_steel,812,876,858,937
43.jpg,1079,960,THsquare_steel,865,875,903,933
43.jpg,1079,960,THsquare_steel,924,877,955,937
1_1.jpg,1002,963,THsquare_steel,75,70,123,130
1_1.jpg,1002,963,THsquare_steel,122,43,183,113
1_1.jpg,1002,963,THsquare_steel,177,37,237,95
1_1.jpg,1002,963,THsquare_steel,242,52,290,108
1_1.jpg,1002,963,THsquare_steel,292,53,345,113
1_1.jpg,1002,963,THsquare_steel,350,42,403,107
1_1.jpg,1002,963,THsquare_steel,408,39,455,100
1_1.jpg,1002,963,THsquare_steel,459,52,511,112
1_1.jpg,1002,963,THsquare_steel,510,46,567,112
1_1.jpg,1002,963,THsquare_steel,566,53,616,120
1_1.jpg,1002,963,THsquare_steel,614,53,664,118
1_1.jpg,1002,963,NHsquare_steel,663,55,707,117
1_1.jpg,1002,963,THsquare_steel,717,56,767,118
1_1.jpg,1002,963,THsquare_steel,778,54,823,118
1_1.jpg,1002,963,THsquare_steel,823,53,861,122
1_1.jpg,1002,963,THsquare_steel,915,67,962,134
1_1.jpg,1002,963,THsquare_steel,860,111,905,182
1_1.jpg,1002,963,THsquare_steel,905,135,954,206
1_1.jpg,1002,963,THsquare_steel,960,121,1001,193
1_1.jpg,1002,963,THsquare_steel,962,193,1002,272
1_1.jpg,1002,963,THsquare_steel,872,185,921,258
1_1.jpg,1002,963,THsquare_steel,793,113,837,189
1_1.jpg,1002,963,THsquare_steel,820,183,862,259
1_1.jpg,1002,963,THsquare_steel,736,116,775,192
1_1.jpg,1002,963,THsquare_steel,764,189,806,260
1_1.jpg,1002,963,THsquare_steel,714,191,762,272
1_1.jpg,1002,963,THsquare_steel,685,115,727,191
1_1.jpg,1002,963,THsquare_steel,641,117,677,191
1_1.jpg,1002,963,THsquare_steel,669,190,701,265
1_1.jpg,1002,963,THsquare_steel,579,121,635,188
1_1.jpg,1002,963,THsquare_steel,565,186,602,259
1_1.jpg,1002,963,THsquare_steel,614,189,652,267
1_1.jpg,1002,963,THsquare_steel,524,111,571,186
1_1.jpg,1002,963,THsquare_steel,504,189,553,264
1_1.jpg,1002,963,THsquare_steel,472,110,515,187
1_1.jpg,1002,963,THsquare_steel,456,188,499,266
1_1.jpg,1002,963,THsquare_steel,417,100,462,178
1_1.jpg,1002,963,THsquare_steel,403,180,444,255
1_1.jpg,1002,963,THsquare_steel,359,108,402,183
1_1.jpg,1002,963,THsquare_steel,349,194,389,271
1_1.jpg,1002,963,THsquare_steel,308,115,354,193
1_1.jpg,1002,963,THsquare_steel,283,187,336,262
1_1.jpg,1002,963,THsquare_steel,247,111,297,188
1_1.jpg,1002,963,THsquare_steel,231,193,277,271
1_1.jpg,1002,963,THsquare_steel,190,99,241,178
1_1.jpg,1002,963,THsquare_steel,176,180,218,255
1_1.jpg,1002,963,THsquare_steel,115,200,169,280
1_1.jpg,1002,963,THsquare_steel,63,210,111,291
1_1.jpg,1002,963,THsquare_steel,66,133,116,210
1_1.jpg,1002,963,THsquare_steel,120,111,175,191
1_1.jpg,1002,963,THsquare_steel,75,289,133,352
1_1.jpg,1002,963,THsquare_steel,137,278,188,338
1_1.jpg,1002,963,THsquare_steel,193,255,233,320
1_1.jpg,1002,963,THsquare_steel,248,269,283,337
1_1.jpg,1002,963,THsquare_steel,299,269,346,338
1_1.jpg,1002,963,THsquare_steel,356,270,392,333
1_1.jpg,1002,963,THsquare_steel,400,256,444,320
1_1.jpg,1002,963,THsquare_steel,452,267,493,330
1_1.jpg,1002,963,THsquare_steel,503,266,539,329
1_1.jpg,1002,963,THsquare_steel,558,262,592,323
1_1.jpg,1002,963,THsquare_steel,606,265,640,327
1_1.jpg,1002,963,THsquare_steel,650,264,689,323
1_1.jpg,1002,963,THsquare_steel,707,273,741,327
1_1.jpg,1002,963,THsquare_steel,757,260,793,323
1_1.jpg,1002,963,THsquare_steel,897,265,925,331
1_1.jpg,1002,963,NHsquare_steel,808,260,841,319
1_1.jpg,1002,963,THsquare_steel,851,261,884,316
1_1.jpg,1002,963,THsquare_steel,72,354,118,425
1_1.jpg,1002,963,THsquare_steel,131,340,177,413
1_1.jpg,1002,963,THsquare_steel,188,326,228,394
1_1.jpg,1002,963,THsquare_steel,244,342,282,410
1_1.jpg,1002,963,THsquare_steel,296,342,332,409
1_1.jpg,1002,963,THsquare_steel,344,346,381,415
1_1.jpg,1002,963,THsquare_steel,387,326,436,393
1_1.jpg,1002,963,THsquare_steel,441,335,483,401
1_1.jpg,1002,963,THsquare_steel,488,333,530,398
1_1.jpg,1002,963,THsquare_steel,540,329,580,391
1_1.jpg,1002,963,THsquare_steel,589,328,621,390
1_1.jpg,1002,963,THsquare_steel,633,324,668,391
1_1.jpg,1002,963,THsquare_steel,683,332,723,393
1_1.jpg,1002,963,THsquare_steel,737,326,771,393
1_1.jpg,1002,963,THsquare_steel,785,322,822,390
1_1.jpg,1002,963,THsquare_steel,839,318,872,385
1_1.jpg,1002,963,THsquare_steel,880,334,912,378
1_1.jpg,1002,963,THsquare_steel,55,425,109,502
1_1.jpg,1002,963,THsquare_steel,122,414,169,488
1_1.jpg,1002,963,THsquare_steel,176,399,224,468
1_1.jpg,1002,963,THsquare_steel,234,412,279,484
1_1.jpg,1002,963,THsquare_steel,287,411,337,482
1_1.jpg,1002,963,THsquare_steel,349,420,392,491
1_1.jpg,1002,963,THsquare_steel,396,396,445,466
1_1.jpg,1002,963,THsquare_steel,458,400,506,472
1_1.jpg,1002,963,THsquare_steel,515,396,552,468
1_1.jpg,1002,963,THsquare_steel,571,390,611,462
1_1.jpg,1002,963,THsquare_steel,630,392,666,461
1_1.jpg,1002,963,THsquare_steel,676,392,718,459
1_1.jpg,1002,963,THsquare_steel,735,395,771,461
1_1.jpg,1002,963,THsquare_steel,794,393,823,461
1_1.jpg,1002,963,THsquare_steel,848,390,878,460
1_1.jpg,1002,963,THsquare_steel,895,376,925,451
1_1.jpg,1002,963,THsquare_steel,936,395,965,458
1_1.jpg,1002,963,THsquare_steel,941,459,968,531
1_1.jpg,1002,963,THsquare_steel,877,460,908,529
1_1.jpg,1002,963,NHsquare_steel,819,460,853,531
1_1.jpg,1002,963,THsquare_steel,770,461,798,534
1_1.jpg,1002,963,THsquare_steel,716,467,747,537
1_1.jpg,1002,963,THsquare_steel,668,461,698,534
1_1.jpg,1002,963,THsquare_steel,613,463,645,535
1_1.jpg,1002,963,THsquare_steel,563,466,598,538
1_1.jpg,1002,963,THsquare_steel,508,475,540,546
1_1.jpg,1002,963,THsquare_steel,454,475,492,547
1_1.jpg,1002,963,THsquare_steel,399,472,437,550
1_1.jpg,1002,963,THsquare_steel,343,496,378,566
1_1.jpg,1002,963,THsquare_steel,286,490,327,567
1_1.jpg,1002,963,THsquare_steel,227,485,268,560
1_1.jpg,1002,963,THsquare_steel,176,470,215,544
1_1.jpg,1002,963,THsquare_steel,124,489,161,563
1_1.jpg,1002,963,THsquare_steel,70,507,107,577
1_1.jpg,1002,963,THsquare_steel,69,580,113,623
1_1.jpg,1002,963,THsquare_steel,125,565,168,606
1_1.jpg,1002,963,THsquare_steel,181,549,219,596
1_1.jpg,1002,963,THsquare_steel,226,560,268,603
1_1.jpg,1002,963,THsquare_steel,337,566,377,598
1_1.jpg,1002,963,THsquare_steel,385,551,424,587
1_1.jpg,1002,963,THsquare_steel,435,548,476,589
1_1.jpg,1002,963,THsquare_steel,485,547,520,589
1_1.jpg,1002,963,THsquare_steel,533,542,573,580
1_1.jpg,1002,963,THsquare_steel,584,537,625,575
1_1.jpg,1002,963,THsquare_steel,633,535,675,574
1_1.jpg,1002,963,THsquare_steel,682,536,715,576
1_1.jpg,1002,963,THsquare_steel,736,537,766,570
1_1.jpg,1002,963,THsquare_steel,778,535,811,564
1_1.jpg,1002,963,THsquare_steel,827,531,858,568
1_1.jpg,1002,963,THsquare_steel,871,531,908,564
1_1.jpg,1002,963,THsquare_steel,74,633,106,699
1_1.jpg,1002,963,THsquare_steel,114,614,155,670
1_1.jpg,1002,963,THsquare_steel,162,605,203,669
1_1.jpg,1002,963,THsquare_steel,215,607,257,672
1_1.jpg,1002,963,THsquare_steel,260,612,310,673
1_1.jpg,1002,963,THsquare_steel,321,605,354,673
1_1.jpg,1002,963,THsquare_steel,369,597,406,659
1_1.jpg,1002,963,THsquare_steel,417,594,457,656
1_1.jpg,1002,963,THsquare_steel,465,595,507,657
1_1.jpg,1002,963,THsquare_steel,513,582,546,650
1_1.jpg,1002,963,THsquare_steel,565,581,599,647
1_1.jpg,1002,963,THsquare_steel,614,578,650,640
1_1.jpg,1002,963,THsquare_steel,655,577,695,640
1_1.jpg,1002,963,THsquare_steel,706,578,746,634
1_1.jpg,1002,963,THsquare_steel,757,570,786,629
1_1.jpg,1002,963,THsquare_steel,805,569,840,632
1_1.jpg,1002,963,THsquare_steel,873,567,900,634
1_1.jpg,1002,963,THsquare_steel,54,713,97,783
1_1.jpg,1002,963,THsquare_steel,120,680,158,753
1_1.jpg,1002,963,THsquare_steel,172,683,213,750
1_1.jpg,1002,963,THsquare_steel,227,686,272,753
1_1.jpg,1002,963,THsquare_steel,290,682,323,752
1_1.jpg,1002,963,THsquare_steel,337,681,378,750
1_1.jpg,1002,963,THsquare_steel,388,672,431,738
1_1.jpg,1002,963,THsquare_steel,440,663,478,735
1_1.jpg,1002,963,THsquare_steel,493,666,527,736
1_1.jpg,1002,963,THsquare_steel,541,656,590,722
1_1.jpg,1002,963,THsquare_steel,590,656,641,722
1_1.jpg,1002,963,THsquare_steel,650,653,689,719
1_1.jpg,1002,963,THsquare_steel,704,651,740,720
1_1.jpg,1002,963,THsquare_steel,752,647,790,719
1_1.jpg,1002,963,THsquare_steel,807,646,846,717
1_1.jpg,1002,963,THsquare_steel,859,648,898,716
1_1.jpg,1002,963,THsquare_steel,908,645,941,712
1_1.jpg,1002,963,THsquare_steel,57,785,83,855
1_1.jpg,1002,963,THsquare_steel,108,753,150,825
1_1.jpg,1002,963,THsquare_steel,166,754,196,823
1_1.jpg,1002,963,THsquare_steel,218,756,251,825
1_1.jpg,1002,963,THsquare_steel,270,752,301,822
1_1.jpg,1002,963,THsquare_steel,324,756,362,827
1_1.jpg,1002,963,THsquare_steel,378,746,416,813
1_1.jpg,1002,963,THsquare_steel,431,741,469,811
1_1.jpg,1002,963,THsquare_steel,490,741,524,809
1_1.jpg,1002,963,THsquare_steel,542,728,570,794
1_1.jpg,1002,963,THsquare_steel,591,726,622,797
1_1.jpg,1002,963,THsquare_steel,644,726,676,795
1_1.jpg,1002,963,THsquare_steel,689,728,734,798
1_1.jpg,1002,963,THsquare_steel,745,724,778,793
1_1.jpg,1002,963,THsquare_steel,797,719,824,785
1_1.jpg,1002,963,THsquare_steel,848,721,874,788
1_1.jpg,1002,963,THsquare_steel,904,722,941,794
1_1.jpg,1002,963,THsquare_steel,569,790,601,826
1_1.jpg,1002,963,THsquare_steel,517,785,546,828
1_1.jpg,1002,963,THsquare_steel,151,851,181,914
1_1.jpg,1002,963,THsquare_steel,89,872,140,938
1_1.jpg,1002,963,THsquare_steel,193,861,239,922
1_1.jpg,1002,963,THsquare_steel,250,853,279,915
1_1.jpg,1002,963,THsquare_steel,294,851,334,914
1_1.jpg,1002,963,THsquare_steel,347,844,387,908
1_1.jpg,1002,963,THsquare_steel,394,845,434,911
1_1.jpg,1002,963,THsquare_steel,441,838,488,896
1_1.jpg,1002,963,THsquare_steel,496,835,533,896
1_1.jpg,1002,963,THsquare_steel,541,827,574,888
1_1.jpg,1002,963,THsquare_steel,589,830,628,887
1_1.jpg,1002,963,THsquare_steel,641,820,670,882
1_1.jpg,1002,963,THsquare_steel,683,827,725,887
1_1.jpg,1002,963,THsquare_steel,730,816,774,875
1_1.jpg,1002,963,THsquare_steel,780,810,828,867
1_1.jpg,1002,963,THsquare_steel,829,802,867,861
13.jpg,1051,938,sigma_steel,196,127,253,168
13.jpg,1051,938,sigma_steel,250,125,304,162
13.jpg,1051,938,sigma_steel,352,123,410,166
13.jpg,1051,938,sigma_steel,404,125,459,168
13.jpg,1051,938,sigma_steel,450,133,506,173
13.jpg,1051,938,sigma_steel,618,133,676,177
13.jpg,1051,938,sigma_steel,746,119,803,158
13.jpg,1051,938,sigma_steel,862,119,910,160
13.jpg,1051,938,sigma_steel,956,198,1017,243
13.jpg,1051,938,sigma_steel,897,204,953,244
13.jpg,1051,938,sigma_steel,842,194,896,237
13.jpg,1051,938,sigma_steel,782,191,840,234
13.jpg,1051,938,sigma_steel,678,199,732,238
13.jpg,1051,938,sigma_steel,563,196,618,235
13.jpg,1051,938,sigma_steel,511,195,564,235
13.jpg,1051,938,sigma_steel,215,204,260,243
13.jpg,1051,938,sigma_steel,1,205,50,245
13.jpg,1051,938,sigma_steel,91,199,131,252
13.jpg,1051,938,sigma_steel,72,262,128,297
13.jpg,1051,938,sigma_steel,333,270,381,310
13.jpg,1051,938,sigma_steel,537,281,586,319
13.jpg,1051,938,sigma_steel,638,279,693,316
13.jpg,1051,938,sigma_steel,694,272,747,309
13.jpg,1051,938,sigma_steel,991,327,1046,370
13.jpg,1051,938,sigma_steel,790,336,849,377
13.jpg,1051,938,sigma_steel,583,345,636,386
13.jpg,1051,938,sigma_steel,530,341,584,378
13.jpg,1051,938,sigma_steel,425,333,475,369
13.jpg,1051,938,sigma_steel,380,327,425,363
13.jpg,1051,938,sigma_steel,284,334,336,366
13.jpg,1051,938,sigma_steel,106,337,157,387
13.jpg,1051,938,sigma_steel,12,329,67,370
13.jpg,1051,938,sigma_steel,104,403,160,439
13.jpg,1051,938,sigma_steel,263,406,316,443
13.jpg,1051,938,sigma_steel,321,405,374,443
13.jpg,1051,938,sigma_steel,374,413,430,449
13.jpg,1051,938,sigma_steel,490,414,543,454
13.jpg,1051,938,sigma_steel,542,409,596,448
13.jpg,1051,938,sigma_steel,661,415,714,452
13.jpg,1051,938,sigma_steel,716,404,766,443
13.jpg,1051,938,sigma_steel,882,435,935,474
13.jpg,1051,938,sigma_steel,979,478,1035,529
13.jpg,1051,938,sigma_steel,167,456,221,501
13.jpg,1051,938,sigma_steel,213,471,266,512
13.jpg,1051,938,sigma_steel,466,464,517,506
13.jpg,1051,938,sigma_steel,627,479,681,525
13.jpg,1051,938,sigma_steel,974,605,1026,653
13.jpg,1051,938,sigma_steel,8,553,65,597
13.jpg,1051,938,sigma_steel,2,592,53,637
13.jpg,1051,938,sigma_steel,217,514,267,557
13.jpg,1051,938,sigma_steel,273,534,325,571
13.jpg,1051,938,sigma_steel,493,543,539,582
13.jpg,1051,938,sigma_steel,606,558,661,594
13.jpg,1051,938,sigma_steel,846,557,890,594
13.jpg,1051,938,sigma_steel,100,652,154,692
13.jpg,1051,938,sigma_steel,261,661,305,690
13.jpg,1051,938,sigma_steel,301,655,352,691
13.jpg,1051,938,sigma_steel,320,615,368,649
13.jpg,1051,938,sigma_steel,570,598,618,630
13.jpg,1051,938,sigma_steel,442,640,486,676
13.jpg,1051,938,sigma_steel,142,130,195,169
13.jpg,1051,938,sigma_steel,297,127,356,168
13.jpg,1051,938,sigma_steel,490,31,540,97
13.jpg,1051,938,sigma_steel,814,18,869,75
13.jpg,1051,938,sigma_steel,881,45,933,98
13.jpg,1051,938,sigma_steel,914,127,965,168
13.jpg,1051,938,sigma_steel,807,112,856,157
13.jpg,1051,938,sigma_steel,676,122,736,164
13.jpg,1051,938,sigma_steel,564,135,618,177
13.jpg,1051,938,sigma_steel,503,136,564,171
13.jpg,1051,938,sigma_steel,308,188,354,230
13.jpg,1051,938,sigma_steel,357,179,408,221
13.jpg,1051,938,sigma_steel,410,189,460,229
13.jpg,1051,938,sigma_steel,463,193,509,235
13.jpg,1051,938,sigma_steel,619,200,673,243
13.jpg,1051,938,sigma_steel,729,198,786,240
13.jpg,1051,938,sigma_steel,913,291,960,325
13.jpg,1051,938,sigma_steel,748,274,798,314
13.jpg,1051,938,sigma_steel,797,279,851,318
13.jpg,1051,938,sigma_steel,851,289,905,327
13.jpg,1051,938,sigma_steel,900,361,955,404
13.jpg,1051,938,sigma_steel,954,365,1016,404
13.jpg,1051,938,sigma_steel,845,355,899,389
13.jpg,1051,938,sigma_steel,775,405,825,449
13.jpg,1051,938,sigma_steel,836,417,886,455
13.jpg,1051,938,sigma_steel,745,341,794,383
13.jpg,1051,938,sigma_steel,683,343,737,380
13.jpg,1051,938,sigma_steel,634,346,687,384
13.jpg,1051,938,sigma_steel,476,337,527,375
13.jpg,1051,938,sigma_steel,339,333,383,369
13.jpg,1051,938,sigma_steel,584,287,639,321
13.jpg,1051,938,sigma_steel,481,283,533,319
13.jpg,1051,938,sigma_steel,430,282,485,314
13.jpg,1051,938,sigma_steel,379,275,435,310
13.jpg,1051,938,sigma_steel,284,274,337,307
13.jpg,1051,938,sigma_steel,232,281,289,314
13.jpg,1051,938,sigma_steel,179,291,237,325
13.jpg,1051,938,sigma_steel,133,264,182,305
13.jpg,1051,938,sigma_steel,166,216,212,258
13.jpg,1051,938,sigma_steel,165,338,215,371
13.jpg,1051,938,sigma_steel,50,406,103,441
