filename,width,height,class,xmin,ymin,xmax,ymax
43.jpg,1079,960,THsquare_steel,150,503,201,580
43.jpg,1079,960,THsquare_steel,213,497,259,568
43.jpg,1079,960,THsquare_steel,268,495,307,569
43.jpg,1079,960,THsquare_steel,322,493,370,571
43.jpg,1079,960,THsquare_steel,376,502,425,578
43.jpg,1079,960,THsquare_steel,429,504,477,575
43.jpg,1079,960,THsquare_steel,480,501,530,579
43.jpg,1079,960,THsquare_steel,535,500,581,575
43.jpg,1079,960,THsquare_steel,588,497,636,568
43.jpg,1079,960,THsquare_steel,644,498,690,568
43.jpg,1079,960,THsquare_steel,691,498,739,569
43.jpg,1079,960,THsquare_steel,744,507,801,572
43.jpg,1079,960,THsquare_steel,805,498,856,570
43.jpg,1079,960,THsquare_steel,851,503,903,572
43.jpg,1079,960,THsquare_steel,907,500,948,568
43.jpg,1079,960,THsquare_steel,963,501,1020,571
43.jpg,1079,960,THsquare_steel,68,580,111,652
43.jpg,1079,960,THsquare_steel,123,578,167,659
43.jpg,1079,960,THsquare_steel,170,571,232,652
43.jpg,1079,960,THsquare_steel,235,573,285,643
43.jpg,1079,960,THsquare_steel,296,578,342,652
43.jpg,1079,960,THsquare_steel,346,576,396,658
43.jpg,1079,960,THsquare_steel,397,580,454,659
43.jpg,1079,960,THsquare_steel,459,577,509,654
43.jpg,1079,960,THsquare_steel,518,579,575,654
43.jpg,1079,960,THsquare_steel,575,569,621,648
43.jpg,1079,960,THsquare_steel,625,576,676,650
43.jpg,1079,960,THsquare_steel,686,574,732,651
43.jpg,1079,960,THsquare_steel,744,579,791,654
43.jpg,1079,960,THsquare_steel,797,581,844,648
43.jpg,1079,960,THsquare_steel,842,574,891,648
43.jpg,1079,960,THsquare_steel,908,574,950,647
43.jpg,1079,960,THsquare_steel,960,577,1006,652
43.jpg,1079,960,THsquare_steel,94,659,133,730
43.jpg,1079,960,THsquare_steel,148,655,200,725
43.jpg,1079,960,THsquare_steel,208,649,255,725
43.jpg,1079,960,THsquare_steel,275,646,312,715
43.jpg,1079,960,THsquare_steel,328,648,366,722
43.jpg,1079,960,THsquare_steel,379,654,422,726
43.jpg,1079,960,THsquare_steel,432,655,481,726
43.jpg,1079,960,THsquare_steel,491,658,533,728
43.jpg,1079,960,THsquare_steel,539,652,590,723
43.jpg,1079,960,THsquare_steel,600,647,640,718
43.jpg,1079,960,THsquare_steel,660,648,696,721
43.jpg,1079,960,THsquare_steel,717,655,759,723
43.jpg,1079,960,THsquare_steel,767,655,816,732
43.jpg,1079,960,THsquare_steel,819,654,866,727
43.jpg,1079,960,THsquare_steel,872,650,914,726
43.jpg,1079,960,THsquare_steel,925,654,970,722
43.jpg,1079,960,THsquare_steel,975,651,1020,728
43.jpg,1079,960,THsquare_steel,118,773,160,839
43.jpg,1079,960,THsquare_steel,193,754,230,819
43.jpg,1079,960,THsquare_steel,248,747,286,809
43.jpg,1079,960,THsquare_steel,287,748,343,809
43.jpg,1079,960,THsquare_steel,347,745,391,811
43.jpg,1079,960,THsquare_steel,398,743,444,806
43.jpg,1079,960,THsquare_steel,448,741,492,808
43.jpg,1079,960,THsquare_steel,498,751,544,811
43.jpg,1079,960,THsquare_steel,549,755,591,817
43.jpg,1079,960,THsquare_steel,599,750,645,808
43.jpg,1079,960,THsquare_steel,645,752,688,808
43.jpg,1079,960,THsquare_steel,698,755,743,813
43.jpg,1079,960,THsquare_steel,749,757,794,809
43.jpg,1079,960,THsquare_steel,798,752,846,809
43.jpg,1079,960,THsquare_steel,854,753,900,814
43.jpg,1079,960,THsquare_steel,900,748,939,809
43.jpg,1079,960,THsquare_steel,941,753,1004,817
43.jpg,1079,960,THsquare_steel,949,813,992,879
43.jpg,1079,960,THsquare_steel,900,810,936,872
43.jpg,1079,960,THsquare_steel,847,812,886,873
43.jpg,1079,960,THsquare_steel,797,808,838,867
43.jpg,1079,960,THsquare_steel,741,807,790,865
43.jpg,1079,960,THsquare_steel,694,813,740,874
43.jpg,1079,960,THsquare_steel,650,809,693,870
43.jpg,1079,960,THsquare_steel,599,805,642,872
43.jpg,1079,960,THsquare_steel,549,817,596,876
43.jpg,1079,960,THsquare_steel,498,811,538,873
43.jpg,1079,960,THsquare_steel,440,806,492,863
43.jpg,1079,960,THsquare_steel,394,807,445,870
43.jpg,1079,960,THsquare_steel,349,807,391,863
43.jpg,1079,960,THsquare_steel,294,808,337,868
43.jpg,1079,960,THsquare_steel,250,805,283,864
43.jpg,1079,960,THsquare_steel,199,820,240,859
43.jpg,1079,960,THsquare_steel,178,863,214,922
43.jpg,1079,960,THsquare_steel,234,857,266,916
43.jpg,1079,960,THsquare_steel,279,861,315,920
43.jpg,1079,960,THsquare_steel,327,865,363,927
43.jpg,1079,960,THsquare_steel,377,859,408,921
43.jpg,1079,960,THsquare_steel,420,867,455,929
43.jpg,1079,960,THsquare_steel,468,864,511,918
43.jpg,1079,960,THsquare_steel,522,871,557,931
43.jpg,1079,960,THsquare_steel,566,871,618,927
43.jpg,1079,960,THsquare_steel,622,864,659,921
43.jpg,1079,960,THsquare_steel,667,870,707,933
43.jpg,1079,960,THsquare_steel,716,866,754,924
43.jpg,1079,960,THsquare_steel,766,873,814,931
43.jpg,1079,960,THsquare_steel,812,876,858,937
43.jpg,1079,960,THsquare_steel,865,875,903,933
43.jpg,1079,960,THsquare_steel,924,877,955,937
13.jpg,1051,938,sigma_steel,196,127,253,168
13.jpg,1051,938,sigma_steel,250,125,304,162
13.jpg,1051,938,sigma_steel,352,123,410,166
13.jpg,1051,938,sigma_steel,404,125,459,168
13.jpg,1051,938,sigma_steel,450,133,506,173
13.jpg,1051,938,sigma_steel,618,133,676,177
13.jpg,1051,938,sigma_steel,746,119,803,158
13.jpg,1051,938,sigma_steel,862,119,910,160
13.jpg,1051,938,sigma_steel,956,198,1017,243
13.jpg,1051,938,sigma_steel,897,204,953,244
13.jpg,1051,938,sigma_steel,842,194,896,237
13.jpg,1051,938,sigma_steel,782,191,840,234
13.jpg,1051,938,sigma_steel,678,199,732,238
13.jpg,1051,938,sigma_steel,563,196,618,235
13.jpg,1051,938,sigma_steel,511,195,564,235
13.jpg,1051,938,sigma_steel,215,204,260,243
13.jpg,1051,938,sigma_steel,1,205,50,245
13.jpg,1051,938,sigma_steel,91,199,131,252
13.jpg,1051,938,sigma_steel,72,262,128,297
13.jpg,1051,938,sigma_steel,333,270,381,310
13.jpg,1051,938,sigma_steel,537,281,586,319
13.jpg,1051,938,sigma_steel,638,279,693,316
13.jpg,1051,938,sigma_steel,694,272,747,309
13.jpg,1051,938,sigma_steel,991,327,1046,370
13.jpg,1051,938,sigma_steel,790,336,849,377
13.jpg,1051,938,sigma_steel,583,345,636,386
13.jpg,1051,938,sigma_steel,530,341,584,378
13.jpg,1051,938,sigma_steel,425,333,475,369
13.jpg,1051,938,sigma_steel,380,327,425,363
13.jpg,1051,938,sigma_steel,284,334,336,366
13.jpg,1051,938,sigma_steel,106,337,157,387
13.jpg,1051,938,sigma_steel,12,329,67,370
13.jpg,1051,938,sigma_steel,104,403,160,439
13.jpg,1051,938,sigma_steel,263,406,316,443
13.jpg,1051,938,sigma_steel,321,405,374,443
13.jpg,1051,938,sigma_steel,374,413,430,449
13.jpg,1051,938,sigma_steel,490,414,543,454
13.jpg,1051,938,sigma_steel,542,409,596,448
13.jpg,1051,938,sigma_steel,661,415,714,452
13.jpg,1051,938,sigma_steel,716,404,766,443
13.jpg,1051,938,sigma_steel,882,435,935,474
13.jpg,1051,938,sigma_steel,979,478,1035,529
13.jpg,1051,938,sigma_steel,167,456,221,501
13.jpg,1051,938,sigma_steel,213,471,266,512
13.jpg,1051,938,sigma_steel,466,464,517,506
13.jpg,1051,938,sigma_steel,627,479,681,525
13.jpg,1051,938,sigma_steel,974,605,1026,653
13.jpg,1051,938,sigma_steel,8,553,65,597
13.jpg,1051,938,sigma_steel,2,592,53,637
13.jpg,1051,938,sigma_steel,217,514,267,557
13.jpg,1051,938,sigma_steel,273,534,325,571
13.jpg,1051,938,sigma_steel,493,543,539,582
13.jpg,1051,938,sigma_steel,606,558,661,594
13.jpg,1051,938,sigma_steel,846,557,890,594
13.jpg,1051,938,sigma_steel,100,652,154,692
13.jpg,1051,938,sigma_steel,261,661,305,690
13.jpg,1051,938,sigma_steel,301,655,352,691
13.jpg,1051,938,sigma_steel,320,615,368,649
13.jpg,1051,938,sigma_steel,570,598,618,630
13.jpg,1051,938,sigma_steel,442,640,486,676
13.jpg,1051,938,sigma_steel_blocked,142,130,195,169
13.jpg,1051,938,sigma_steel_blocked,297,127,356,168
13.jpg,1051,938,sigma_steel_blocked,490,31,540,97
13.jpg,1051,938,sigma_steel_blocked,814,18,869,75
13.jpg,1051,938,sigma_steel_blocked,881,45,933,98
13.jpg,1051,938,sigma_steel_blocked,914,127,965,168
13.jpg,1051,938,sigma_steel_blocked,807,112,856,157
13.jpg,1051,938,sigma_steel_blocked,676,122,736,164
13.jpg,1051,938,sigma_steel_blocked,564,135,618,177
13.jpg,1051,938,sigma_steel_blocked,503,136,564,171
13.jpg,1051,938,sigma_steel_blocked,308,188,354,230
13.jpg,1051,938,sigma_steel_blocked,357,179,408,221
13.jpg,1051,938,sigma_steel_blocked,410,189,460,229
13.jpg,1051,938,sigma_steel_blocked,463,193,509,235
13.jpg,1051,938,sigma_steel_blocked,619,200,673,243
13.jpg,1051,938,sigma_steel_blocked,729,198,786,240
13.jpg,1051,938,sigma_steel_blocked,913,291,960,325
13.jpg,1051,938,sigma_steel_blocked,748,274,798,314
13.jpg,1051,938,sigma_steel_blocked,797,279,851,318
13.jpg,1051,938,sigma_steel_blocked,851,289,905,327
13.jpg,1051,938,sigma_steel_blocked,900,361,955,404
13.jpg,1051,938,sigma_steel_blocked,954,365,1016,404
13.jpg,1051,938,sigma_steel_blocked,845,355,899,389
13.jpg,1051,938,sigma_steel_blocked,775,405,825,449
13.jpg,1051,938,sigma_steel_blocked,836,417,886,455
13.jpg,1051,938,sigma_steel_blocked,745,341,794,383
13.jpg,1051,938,sigma_steel_blocked,683,343,737,380
13.jpg,1051,938,sigma_steel_blocked,634,346,687,384
13.jpg,1051,938,sigma_steel_blocked,476,337,527,375
13.jpg,1051,938,sigma_steel_blocked,339,333,383,369
13.jpg,1051,938,sigma_steel_blocked,584,287,639,321
13.jpg,1051,938,sigma_steel_blocked,481,283,533,319
13.jpg,1051,938,sigma_steel_blocked,430,282,485,314
13.jpg,1051,938,sigma_steel_blocked,379,275,435,310
13.jpg,1051,938,sigma_steel_blocked,284,274,337,307
13.jpg,1051,938,sigma_steel_blocked,232,281,289,314
13.jpg,1051,938,sigma_steel_blocked,179,291,237,325
13.jpg,1051,938,sigma_steel_blocked,133,264,182,305
13.jpg,1051,938,sigma_steel_blocked,166,216,212,258
13.jpg,1051,938,sigma_steel_blocked,165,338,215,371
13.jpg,1051,938,sigma_steel_blocked,50,406,103,441
13.jpg,1051,938,sigma_steel_blocked,210,417,267,450
13.jpg,1051,938,sigma_steel_blocked,432,410,486,449
13.jpg,1051,938,sigma_steel_blocked,605,418,658,456
13.jpg,1051,938,sigma_steel_blocked,924,494,979,539
13.jpg,1051,938,sigma_steel_blocked,845,497,903,537
13.jpg,1051,938,sigma_steel_blocked,789,482,847,525
13.jpg,1051,938,sigma_steel_blocked,735,488,793,534
13.jpg,1051,938,sigma_steel_blocked,683,486,739,531
13.jpg,1051,938,sigma_steel_blocked,573,479,628,520
13.jpg,1051,938,sigma_steel_blocked,513,472,564,511
13.jpg,1051,938,sigma_steel_blocked,416,464,466,505
13.jpg,1051,938,sigma_steel_blocked,365,460,420,501
13.jpg,1051,938,sigma_steel_blocked,316,459,372,496
13.jpg,1051,938,sigma_steel_blocked,887,572,941,610
13.jpg,1051,938,sigma_steel_blocked,711,558,758,596
13.jpg,1051,938,sigma_steel_blocked,652,557,707,596
13.jpg,1051,938,sigma_steel,538,562,597,601
13.jpg,1051,938,sigma_steel_blocked,438,545,487,581
13.jpg,1051,938,sigma_steel_blocked,376,548,429,577
13.jpg,1051,938,sigma_steel_blocked,319,551,376,584
13.jpg,1051,938,sigma_steel_blocked,96,540,150,573
13.jpg,1051,938,sigma_steel_blocked,167,540,214,584
13.jpg,1051,938,sigma_steel_blocked,754,591,809,637
13.jpg,1051,938,sigma_steel_blocked,967,669,1017,708
13.jpg,1051,938,sigma_steel_blocked,248,628,301,661
13.jpg,1051,938,sigma_steel_blocked,410,586,463,622
13.jpg,1051,938,sigma_steel_blocked,462,594,512,628
13.jpg,1051,938,sigma_steel_blocked,520,613,572,649
13.jpg,1051,938,sigma_steel_blocked,535,677,586,714
13.jpg,1051,938,sigma_steel_blocked,445,673,488,701
13.jpg,1051,938,sigma_steel,155,627,210,664
13.jpg,1051,938,sigma_steel,205,624,252,662
13.jpg,1051,938,sigma_steel_blocked,37,663,96,713
13.jpg,1051,938,sigma_steel_blocked,52,721,87,769
13.jpg,1051,938,sigma_steel_blocked,131,705,179,740
13.jpg,1051,938,sigma_steel_blocked,174,708,225,742
13.jpg,1051,938,sigma_steel_blocked,220,720,268,755
13.jpg,1051,938,sigma_steel_blocked,266,728,311,762
13.jpg,1051,938,sigma_steel_blocked,307,733,357,764
13.jpg,1051,938,sigma_steel_blocked,357,726,409,759
13.jpg,1051,938,sigma_steel_blocked,407,726,450,765
13.jpg,1051,938,sigma_steel_blocked,449,731,498,767
13.jpg,1051,938,sigma_steel_blocked,501,742,548,771
13.jpg,1051,938,sigma_steel,554,738,596,773
13.jpg,1051,938,sigma_steel,595,735,645,773
13.jpg,1051,938,sigma_steel,648,741,696,777
13.jpg,1051,938,sigma_steel,715,690,753,740
13.jpg,1051,938,sigma_steel,786,722,833,786
13.jpg,1051,938,sigma_steel,125,767,173,799
13.jpg,1051,938,sigma_steel,352,786,395,821
13.jpg,1051,938,sigma_steel,388,786,440,824
13.jpg,1051,938,sigma_steel,627,806,670,844
13.jpg,1051,938,sigma_steel,671,805,717,845
13.jpg,1051,938,sigma_steel,835,854,880,916
13.jpg,1051,938,sigma_steel_blocked,171,774,214,806
13.jpg,1051,938,sigma_steel_blocked,213,771,262,808
13.jpg,1051,938,sigma_steel_blocked,258,777,305,816
13.jpg,1051,938,sigma_steel_blocked,305,782,353,819
13.jpg,1051,938,sigma_steel_blocked,438,792,486,833
13.jpg,1051,938,sigma_steel_blocked,486,798,532,835
13.jpg,1051,938,sigma_steel_blocked,526,799,579,840
13.jpg,1051,938,sigma_steel_blocked,571,801,623,840
13.jpg,1051,938,sigma_steel_blocked,717,861,764,918
13.jpg,1051,938,sigma_steel_blocked,762,851,800,905
13.jpg,1051,938,sigma_steel_blocked,661,858,706,910
13.jpg,1051,938,sigma_steel_blocked,625,860,664,910
13.jpg,1051,938,sigma_steel_blocked,388,862,429,906
13.jpg,1051,938,sigma_steel,825,648,879,683
13.jpg,1051,938,sigma_steel,630,39,687,83
13.jpg,1051,938,sigma_steel,685,49,740,102
13.jpg,1051,938,sigma_steel,292,850,337,905
13.jpg,1051,938,sigma_steel,353,836,384,885
13.jpg,1051,938,sigma_steel,125,805,161,846
13.jpg,1051,938,sigma_steel_blocked,430,860,465,909
13.jpg,1051,938,circle_steel,51,815,113,872
13.jpg,1051,938,circle_steel,911,830,971,891
131.jpg,1079,1005,circle_steel,1,229,70,310
131.jpg,1079,1005,circle_steel,79,198,157,287
131.jpg,1079,1005,circle_steel,212,230,275,296
131.jpg,1079,1005,circle_steel,358,98,418,164
131.jpg,1079,1005,circle_steel,305,211,385,296
131.jpg,1079,1005,circle_steel,423,202,477,261
131.jpg,1079,1005,circle_steel,527,178,608,267
131.jpg,1079,1005,circle_steel,463,49,554,147
131.jpg,1079,1005,circle_steel,581,98,636,158
131.jpg,1079,1005,circle_steel,598,48,643,101
131.jpg,1079,1005,circle_steel,654,79,715,154
131.jpg,1079,1005,circle_steel,779,17,828,71
131.jpg,1079,1005,circle_steel,751,79,808,140
131.jpg,1079,1005,circle_steel,750,132,841,220
131.jpg,1079,1005,circle_steel,856,70,915,135
131.jpg,1079,1005,circle_steel,970,58,1041,134
131.jpg,1079,1005,circle_steel,974,122,1054,207
131.jpg,1079,1005,circle_steel,622,202,681,268
131.jpg,1079,1005,circle_steel,805,232,882,318
131.jpg,1079,1005,circle_steel,905,234,978,306
131.jpg,1079,1005,circle_steel,83,324,152,389
131.jpg,1079,1005,circle_steel,172,318,243,387
131.jpg,1079,1005,circle_steel,266,311,351,391
131.jpg,1079,1005,circle_steel,372,301,448,383
131.jpg,1079,1005,circle_steel,464,276,544,355
131.jpg,1079,1005,circle_steel,580,283,664,366
131.jpg,1079,1005,circle_steel,696,277,779,357
131.jpg,1079,1005,circle_steel,841,329,911,400
131.jpg,1079,1005,circle_steel,900,333,946,392
131.jpg,1079,1005,circle_steel,35,412,104,473
131.jpg,1079,1005,circle_steel,151,408,213,462
131.jpg,1079,1005,circle_steel,217,406,292,482
131.jpg,1079,1005,circle_steel,327,411,392,477
131.jpg,1079,1005,circle_steel,433,394,487,451
131.jpg,1079,1005,circle_steel,517,366,586,434
131.jpg,1079,1005,circle_steel,633,376,693,430
131.jpg,1079,1005,circle_steel,724,366,776,419
131.jpg,1079,1005,circle_steel,863,422,916,486
131.jpg,1079,1005,circle_steel,973,428,1042,494
131.jpg,1079,1005,circle_steel,826,160,874,218
131.jpg,1079,1005,circle_steel,66,495,147,575
131.jpg,1079,1005,circle_steel,185,501,246,561
131.jpg,1079,1005,circle_steel,273,504,340,564
131.jpg,1079,1005,circle_steel,363,502,444,580
131.jpg,1079,1005,circle_steel,477,481,536,543
131.jpg,1079,1005,circle_steel,569,481,643,551
131.jpg,1079,1005,circle_steel,781,473,854,544
131.jpg,1079,1005,circle_steel,897,502,954,562
131.jpg,1079,1005,circle_steel,53,582,111,640
131.jpg,1079,1005,circle_steel,244,568,312,639
131.jpg,1079,1005,circle_steel,520,568,596,645
131.jpg,1079,1005,circle_steel,627,575,699,641
131.jpg,1079,1005,circle_steel,722,555,784,615
131.jpg,1079,1005,circle_steel,824,554,887,615
131.jpg,1079,1005,circle_steel,948,586,1016,650
131.jpg,1079,1005,circle_steel,168,692,245,759
131.jpg,1079,1005,circle_steel,281,676,349,741
131.jpg,1079,1005,circle_steel,385,654,453,723
131.jpg,1079,1005,circle_steel,568,645,641,709
131.jpg,1079,1005,circle_steel,671,644,743,714
131.jpg,1079,1005,circle_steel,774,641,849,714
131.jpg,1079,1005,circle_steel,857,620,922,682
131.jpg,1079,1005,circle_steel,946,675,1012,739
131.jpg,1079,1005,circle_steel,29,763,105,832
131.jpg,1079,1005,circle_steel,147,747,218,810
131.jpg,1079,1005,circle_steel,259,733,316,785
131.jpg,1079,1005,circle_steel,334,779,402,832
131.jpg,1079,1005,circle_steel,437,751,497,809
131.jpg,1079,1005,circle_steel,528,757,603,827
131.jpg,1079,1005,circle_steel,643,779,703,836
131.jpg,1079,1005,circle_steel,716,714,777,772
131.jpg,1079,1005,circle_steel,753,756,805,806
131.jpg,1079,1005,circle_steel,874,782,937,840
131.jpg,1079,1005,circle_steel,987,831,1051,894
131.jpg,1079,1005,circle_steel,93,850,153,907
131.jpg,1079,1005,circle_steel,1,919,32,985
131.jpg,1079,1005,circle_steel,303,818,365,877
131.jpg,1079,1005,circle_steel,392,799,459,862
131.jpg,1079,1005,circle_steel,481,859,559,927
131.jpg,1079,1005,circle_steel,610,884,669,939
131.jpg,1079,1005,circle_steel,697,844,762,908
131.jpg,1079,1005,blocked_circle_steel,124,595,198,662
131.jpg,1079,1005,blocked_circle_steel,72,689,148,755
131.jpg,1079,1005,blocked_circle_steel,200,835,268,892
131.jpg,1079,1005,blocked_circle_steel,333,572,402,635
131.jpg,1079,1005,blocked_circle_steel,420,595,498,667
131.jpg,1079,1005,blocked_circle_steel,480,649,545,713
131.jpg,1079,1005,blocked_circle_steel,684,477,764,555
131.jpg,1079,1005,blocked_circle_steel,841,725,906,788
195.jpg,1046,947,circle_steel,43,53,116,127
195.jpg,1046,947,circle_steel,142,33,209,101
195.jpg,1046,947,circle_steel,236,18,287,72
195.jpg,1046,947,circle_steel,404,101,471,166
195.jpg,1046,947,circle_steel,485,116,527,160
195.jpg,1046,947,circle_steel,762,179,826,233
195.jpg,1046,947,circle_steel,672,198,739,265
195.jpg,1046,947,circle_steel,17,156,83,216
195.jpg,1046,947,circle_steel,131,146,189,198
195.jpg,1046,947,circle_steel,224,115,279,169
195.jpg,1046,947,circle_steel,406,196,459,246
195.jpg,1046,947,circle_steel,316,131,372,188
195.jpg,1046,947,circle_steel,492,198,546,249
195.jpg,1046,947,circle_steel,547,192,592,241
195.jpg,1046,947,circle_steel,912,284,966,339
195.jpg,1046,947,circle_steel,782,272,837,323
195.jpg,1046,947,circle_steel,700,277,750,330
195.jpg,1046,947,circle_steel,614,282,665,331
195.jpg,1046,947,circle_steel,21,252,99,321
195.jpg,1046,947,circle_steel,129,232,197,300
195.jpg,1046,947,circle_steel,224,206,295,274
195.jpg,1046,947,circle_steel,328,229,380,280
195.jpg,1046,947,circle_steel,453,283,518,350
195.jpg,1046,947,circle_steel,550,292,618,356
195.jpg,1046,947,circle_steel,30,360,90,415
195.jpg,1046,947,circle_steel,124,332,195,400
195.jpg,1046,947,circle_steel,213,304,285,373
195.jpg,1046,947,circle_steel,323,325,394,396
195.jpg,1046,947,circle_steel,414,377,475,432
195.jpg,1046,947,circle_steel,505,375,573,441
195.jpg,1046,947,circle_steel,585,362,632,413
195.jpg,1046,947,circle_steel,659,353,710,401
195.jpg,1046,947,circle_steel,774,362,839,423
195.jpg,1046,947,circle_steel,873,373,923,423
195.jpg,1046,947,circle_steel,46,446,125,514
195.jpg,1046,947,circle_steel,183,414,242,466
195.jpg,1046,947,circle_steel,281,399,339,454
195.jpg,1046,947,circle_steel,365,466,440,532
195.jpg,1046,947,circle_steel,464,462,533,528
195.jpg,1046,947,circle_steel,54,542,112,597
195.jpg,1046,947,circle_steel,122,524,199,592
195.jpg,1046,947,circle_steel,227,500,305,569
195.jpg,1046,947,circle_steel,317,551,390,617
195.jpg,1046,947,circle_steel,656,469,717,525
195.jpg,1046,947,circle_steel,759,468,817,522
195.jpg,1046,947,circle_steel,816,439,880,499
195.jpg,1046,947,circle_steel,923,463,980,518
